P0L,P0R,P1L,P1R,C0L,C0R,C1L,C1R,KEY
0x61D7,0xF921,0x6197,0xF921,0x184B,0x72DD,0xF72E,0x393B,0x88EF
0x61C7,0xF921,0x6187,0xF921,0x84CF,0x7AC7,0xCF04,0x50BD,0x88EF
0x61F7,0xF921,0x61B7,0xF921,0xCC34,0x6891,0xA282,0x9275,0x88EF
0x61E7,0xF921,0x61A7,0xF921,0x7086,0x4441,0x2BFA,0xD445,0x88EF
0x6197,0xB921,0x61D7,0xB921,0x8784,0xF9EE,0x3358,0xB2E5,0x88EF
0x6187,0xB921,0x61C7,0xB921,0x8A3F,0xC0C1,0xF04B,0x3B80,0x88EF
0x61B7,0xB921,0x61F7,0xB921,0x04A0,0xD97E,0xFF1C,0x6DCE,0x88EF
0x61A7,0xB921,0x61E7,0xB921,0xC8D8,0xA8F2,0x53AC,0x1B40,0x88EF
0x61D7,0xB921,0x6197,0xB921,0x3358,0xB2E5,0x8784,0xF9EE,0x88EF
0x61C7,0xB921,0x6187,0xB921,0xF04B,0x3B80,0x8A3F,0xC0C1,0x88EF
0x61F7,0xB921,0x61B7,0xB921,0xFF1C,0x6DCE,0x04A0,0xD97E,0x88EF
0x61E7,0xB921,0x61A7,0xB921,0x53AC,0x1B40,0xC8D8,0xA8F2,0x88EF
0x6197,0x7921,0x61D7,0x7921,0x358B,0x7914,0x8509,0x51EA,0x88EF
0x6187,0x7921,0x61C7,0x7921,0x2DEB,0x4416,0x1CA7,0x4FB5,0x88EF
0x61B7,0x7921,0x61F7,0x7921,0x4804,0x80B8,0x3444,0x1610,0x88EF
0x61A7,0x7921,0x61E7,0x7921,0x4D11,0x3BB6,0x64CF,0x0FED,0x88EF
0x61D7,0x7921,0x6197,0x7921,0x8509,0x51EA,0x358B,0x7914,0x88EF
0x61C7,0x7921,0x6187,0x7921,0x1CA7,0x4FB5,0x2DEB,0x4416,0x88EF
0x61F7,0x7921,0x61B7,0x7921,0x3444,0x1610,0x4804,0x80B8,0x88EF
0x61E7,0x7921,0x61A7,0x7921,0x64CF,0x0FED,0x4D11,0x3BB6,0x88EF
0x6197,0x3921,0x61D7,0x3921,0x316A,0x71E1,0x9A7C,0xAD11,0x88EF
0x6187,0x3921,0x61C7,0x3921,0xCBF0,0x4398,0x7DAF,0xCA03,0x88EF
0x61B7,0x3921,0x61F7,0x3921,0xB775,0x349E,0x3F5E,0xFE23,0x88EF
0x61A7,0x3921,0x61E7,0x3921,0x0C8D,0xF413,0x386C,0x0177,0x88EF
0x61D7,0x3921,0x6197,0x3921,0x9A7C,0xAD11,0x316A,0x71E1,0x88EF
0x61C7,0x3921,0x6187,0x3921,0x7DAF,0xCA03,0xCBF0,0x4398,0x88EF
0x61F7,0x3921,0x61B7,0x3921,0x3F5E,0xFE23,0xB775,0x349E,0x88EF
0x61E7,0x3921,0x61A7,0x3921,0x386C,0x0177,0x0C8D,0xF413,0x88EF
0x2DD3,0xC423,0x2D93,0xC423,0x8337,0xC6FF,0xE923,0x6934,0x88EF
0x2DC3,0xC423,0x2D83,0xC423,0xCD5D,0xE8EB,0x3CFC,0x5C3F,0x88EF
0x2DF3,0xC423,0x2DB3,0xC423,0x172C,0x2DCA,0x16BF,0x1B3E,0x88EF
0x2DE3,0xC423,0x2DA3,0xC423,0x94A5,0xBC62,0x08D4,0x2A57,0x88EF
0x2D93,0xC423,0x2DD3,0xC423,0xE923,0x6934,0x8337,0xC6FF,0x88EF
0x2D83,0xC423,0x2DC3,0xC423,0x3CFC,0x5C3F,0xCD5D,0xE8EB,0x88EF
0x2DB3,0xC423,0x2DF3,0xC423,0x16BF,0x1B3E,0x172C,0x2DCA,0x88EF
0x2DA3,0xC423,0x2DE3,0xC423,0x08D4,0x2A57,0x94A5,0xBC62,0x88EF
0x2DD3,0x8423,0x2D93,0x8423,0xCFA1,0xC747,0xD20B,0xEACE,0x88EF
0x2DC3,0x8423,0x2D83,0x8423,0x1750,0x68CC,0xBE3D,0x3789,0x88EF
0x2DF3,0x8423,0x2DB3,0x8423,0x27D0,0x22EC,0x77DF,0xD749,0x88EF
0x2DE3,0x8423,0x2DA3,0x8423,0x1C9D,0xC4A5,0x1A54,0xFE4F,0x88EF
0x2D93,0x8423,0x2DD3,0x8423,0xD20B,0xEACE,0xCFA1,0xC747,0x88EF
0x2D83,0x8423,0x2DC3,0x8423,0xBE3D,0x3789,0x1750,0x68CC,0x88EF
0x2DB3,0x8423,0x2DF3,0x8423,0x77DF,0xD749,0x27D0,0x22EC,0x88EF
0x2DA3,0x8423,0x2DE3,0x8423,0x1A54,0xFE4F,0x1C9D,0xC4A5,0x88EF
0x2DD3,0x4423,0x2D93,0x4423,0x6DC2,0xE1E2,0x01E5,0x7A81,0x88EF
0x2DC3,0x4423,0x2D83,0x4423,0x4DDC,0xD444,0x3DB6,0x9A7E,0x88EF
0x2DF3,0x4423,0x2DB3,0x4423,0xC78A,0x1237,0x60D8,0xB54C,0x88EF
0x2DE3,0x4423,0x2DA3,0x4423,0x1069,0xDAA0,0x0048,0x392D,0x88EF
0x2D93,0x4423,0x2DD3,0x4423,0x01E5,0x7A81,0x6DC2,0xE1E2,0x88EF
0x2D83,0x4423,0x2DC3,0x4423,0x3DB6,0x9A7E,0x4DDC,0xD444,0x88EF
0x2DB3,0x4423,0x2DF3,0x4423,0x60D8,0xB54C,0xC78A,0x1237,0x88EF
0x2DA3,0x4423,0x2DE3,0x4423,0x0048,0x392D,0x1069,0xDAA0,0x88EF
0x2DD3,0x0423,0x2D93,0x0423,0xCB4F,0x743A,0x9CF4,0xBAF1,0x88EF
0x2DC3,0x0423,0x2D83,0x0423,0xF03F,0xA792,0xB77E,0x622D,0x88EF
0x2DF3,0x0423,0x2DB3,0x0423,0x45A9,0x5DA2,0xD6DB,0x8259,0x88EF
0x2DE3,0x0423,0x2DA3,0x0423,0x7E49,0xC30E,0x23D9,0x2226,0x88EF
0x2D93,0x0423,0x2DD3,0x0423,0x9CF4,0xBAF1,0xCB4F,0x743A,0x88EF
0x2D83,0x0423,0x2DC3,0x0423,0xB77E,0x622D,0xF03F,0xA792,0x88EF
0x2DB3,0x0423,0x2DF3,0x0423,0xD6DB,0x8259,0x45A9,0x5DA2,0x88EF
0x2DA3,0x0423,0x2DE3,0x0423,0x23D9,0x2226,0x7E49,0xC30E,0x88EF
0x6071,0x2487,0x6031,0x2487,0x28F7,0x185D,0xDD1E,0x834D,0x88EF
0x6061,0x2487,0x6021,0x2487,0x14EC,0xB858,0x69E8,0x1BCE,0x88EF
0x6051,0x2487,0x6011,0x2487,0x9CC9,0x9B2D,0xC186,0x872A,0x88EF
0x6041,0x2487,0x6001,0x2487,0xE295,0xA97A,0x85F7,0x7AE8,0x88EF
0x6031,0x2487,0x6071,0x2487,0xDD1E,0x834D,0x28F7,0x185D,0x88EF
0x6021,0x2487,0x6061,0x2487,0x69E8,0x1BCE,0x14EC,0xB858,0x88EF
0x6011,0x2487,0x6051,0x2487,0xC186,0x872A,0x9CC9,0x9B2D,0x88EF
0x6001,0x2487,0x6041,0x2487,0x85F7,0x7AE8,0xE295,0xA97A,0x88EF
0x6071,0x6487,0x6031,0x6487,0xE94E,0x0AEF,0x747A,0xCF37,0x88EF
0x6061,0x6487,0x6021,0x6487,0x8691,0x2697,0x7E27,0x889E,0x88EF
0x6051,0x6487,0x6011,0x6487,0x0BFD,0x9B59,0x22A3,0x88EE,0x88EF
0x6041,0x6487,0x6001,0x6487,0x6CBF,0xF89A,0x7B4F,0x62F8,0x88EF
0x6031,0x6487,0x6071,0x6487,0x747A,0xCF37,0xE94E,0x0AEF,0x88EF
0x6021,0x6487,0x6061,0x6487,0x7E27,0x889E,0x8691,0x2697,0x88EF
0x6011,0x6487,0x6051,0x6487,0x22A3,0x88EE,0x0BFD,0x9B59,0x88EF
0x6001,0x6487,0x6041,0x6487,0x7B4F,0x62F8,0x6CBF,0xF89A,0x88EF
0x6071,0xA487,0x6031,0xA487,0x08D6,0xCCCD,0xC6E4,0x7CB9,0x88EF
0x6061,0xA487,0x6021,0xA487,0x73E0,0xC503,0xA6E2,0x67DE,0x88EF
0x6051,0xA487,0x6011,0xA487,0x074C,0x7ADE,0xCC99,0x15DA,0x88EF
0x6041,0xA487,0x6001,0xA487,0x9E3F,0xA32F,0x9D67,0x35B0,0x88EF
0x6031,0xA487,0x6071,0xA487,0xC6E4,0x7CB9,0x08D6,0xCCCD,0x88EF
0x6021,0xA487,0x6061,0xA487,0xA6E2,0x67DE,0x73E0,0xC503,0x88EF
0x6011,0xA487,0x6051,0xA487,0xCC99,0x15DA,0x074C,0x7ADE,0x88EF
0x6001,0xA487,0x6041,0xA487,0x9D67,0x35B0,0x9E3F,0xA32F,0x88EF
0x6071,0xE487,0x6031,0xE487,0xA03F,0x7E60,0xB0DF,0x6FC4,0x88EF
0x6061,0xE487,0x6021,0xE487,0x25F5,0x63B2,0x7FB2,0x6A33,0x88EF
0x6051,0xE487,0x6011,0xE487,0x7317,0x9E8E,0x543D,0x4AE8,0x88EF
0x6041,0xE487,0x6001,0xE487,0x6EE9,0x3ACD,0x6C54,0xBFA9,0x88EF
0x6031,0xE487,0x6071,0xE487,0xB0DF,0x6FC4,0xA03F,0x7E60,0x88EF
0x6021,0xE487,0x6061,0xE487,0x7FB2,0x6A33,0x25F5,0x63B2,0x88EF
0x6011,0xE487,0x6051,0xE487,0x543D,0x4AE8,0x7317,0x9E8E,0x88EF
0x6001,0xE487,0x6041,0xE487,0x6C54,0xBFA9,0x6EE9,0x3ACD,0x88EF
0xF8A5,0xF830,0xF8E5,0xF830,0x9587,0xAE32,0xD1E7,0x23C8,0x88EF
0xF8B5,0xF830,0xF8F5,0xF830,0x7296,0x74D0,0xDB63,0x42B5,0x88EF
0xF885,0xF830,0xF8C5,0xF830,0x0E8A,0x8720,0x8CC0,0x3437,0x88EF
0xF895,0xF830,0xF8D5,0xF830,0x7443,0x5A05,0x35B0,0x14D0,0x88EF
0xF8E5,0xF830,0xF8A5,0xF830,0xD1E7,0x23C8,0x9587,0xAE32,0x88EF
0xF8F5,0xF830,0xF8B5,0xF830,0xDB63,0x42B5,0x7296,0x74D0,0x88EF
0xF8C5,0xF830,0xF885,0xF830,0x8CC0,0x3437,0x0E8A,0x8720,0x88EF
0xF8D5,0xF830,0xF895,0xF830,0x35B0,0x14D0,0x7443,0x5A05,0x88EF
0xF8A5,0xB830,0xF8E5,0xB830,0x397F,0x3F2A,0x00B2,0x30EA,0x88EF
0xF8B5,0xB830,0xF8F5,0xB830,0x1333,0x6B3D,0x8BDB,0x6598,0x88EF
0xF885,0xB830,0xF8C5,0xB830,0x59E5,0x303F,0x4CED,0x5810,0x88EF
0xF895,0xB830,0xF8D5,0xB830,0xBB55,0xBBB2,0x9475,0xAF64,0x88EF
0xF8E5,0xB830,0xF8A5,0xB830,0x00B2,0x30EA,0x397F,0x3F2A,0x88EF
0xF8F5,0xB830,0xF8B5,0xB830,0x8BDB,0x6598,0x1333,0x6B3D,0x88EF
0xF8C5,0xB830,0xF885,0xB830,0x4CED,0x5810,0x59E5,0x303F,0x88EF
0xF8D5,0xB830,0xF895,0xB830,0x9475,0xAF64,0xBB55,0xBBB2,0x88EF
0xF8A5,0x7830,0xF8E5,0x7830,0x9A2F,0x7814,0x1707,0xB3DF,0x88EF
0xF8B5,0x7830,0xF8F5,0x7830,0x0193,0x3764,0x39CB,0x5768,0x88EF
0xF885,0x7830,0xF8C5,0x7830,0x355B,0x796B,0x98C1,0x53EA,0x88EF
0xF895,0x7830,0xF8D5,0x7830,0x39B7,0x8F98,0x5ED8,0x9AE2,0x88EF
0xF8E5,0x7830,0xF8A5,0x7830,0x1707,0xB3DF,0x9A2F,0x7814,0x88EF
0xF8F5,0x7830,0xF8B5,0x7830,0x39CB,0x5768,0x0193,0x3764,0x88EF
0xF8C5,0x7830,0xF885,0x7830,0x98C1,0x53EA,0x355B,0x796B,0x88EF
0xF8D5,0x7830,0xF895,0x7830,0x5ED8,0x9AE2,0x39B7,0x8F98,0x88EF
0xF8A5,0x3830,0xF8E5,0x3830,0xF68F,0x77EF,0x15A0,0xAE1E,0x88EF
0xF8B5,0x3830,0xF8F5,0x3830,0xDDC3,0x79E7,0x5777,0x0C99,0x88EF
0xF885,0x3830,0xF8C5,0x3830,0x5A88,0xC7C0,0x7A0F,0x2560,0x88EF
0xF895,0x3830,0xF8D5,0x3830,0x2957,0x98BB,0x2275,0xC7D8,0x88EF
0xF8E5,0x3830,0xF8A5,0x3830,0x15A0,0xAE1E,0xF68F,0x77EF,0x88EF
0xF8F5,0x3830,0xF8B5,0x3830,0x5777,0x0C99,0xDDC3,0x79E7,0x88EF
0xF8C5,0x3830,0xF885,0x3830,0x7A0F,0x2560,0x5A88,0xC7C0,0x88EF
0xF8D5,0x3830,0xF895,0x3830,0x2275,0xC7D8,0x2957,0x98BB,0x88EF
0xC8B9,0x9E8B,0xC8F9,0x9E8B,0xC63C,0xE221,0xDCE4,0xF553,0x88EF
0xC8A9,0x9E8B,0xC8E9,0x9E8B,0xF2D9,0xB1B8,0xAB89,0x2EE1,0x88EF
0xC899,0x9E8B,0xC8D9,0x9E8B,0x1821,0xF91A,0xE70D,0x4522,0x88EF
0xC889,0x9E8B,0xC8C9,0x9E8B,0x0FE6,0x0BB4,0xB4F0,0xCD47,0x88EF
0xC8F9,0x9E8B,0xC8B9,0x9E8B,0xDCE4,0xF553,0xC63C,0xE221,0x88EF
0xC8E9,0x9E8B,0xC8A9,0x9E8B,0xAB89,0x2EE1,0xF2D9,0xB1B8,0x88EF
0xC8D9,0x9E8B,0xC899,0x9E8B,0xE70D,0x4522,0x1821,0xF91A,0x88EF
0xC8C9,0x9E8B,0xC889,0x9E8B,0xB4F0,0xCD47,0x0FE6,0x0BB4,0x88EF
0xC8B9,0xDE8B,0xC8F9,0xDE8B,0x8220,0x6854,0xE8FE,0xFEE3,0x88EF
0xC8A9,0xDE8B,0xC8E9,0xDE8B,0x31AA,0x9EF1,0x891F,0x42EC,0x88EF
0xC899,0xDE8B,0xC8D9,0xDE8B,0x4244,0xF708,0x3B38,0x9381,0x88EF
0xC889,0xDE8B,0xC8C9,0xDE8B,0x3416,0xEA47,0xCE37,0x2835,0x88EF
0xC8F9,0xDE8B,0xC8B9,0xDE8B,0xE8FE,0xFEE3,0x8220,0x6854,0x88EF
0xC8E9,0xDE8B,0xC8A9,0xDE8B,0x891F,0x42EC,0x31AA,0x9EF1,0x88EF
0xC8D9,0xDE8B,0xC899,0xDE8B,0x3B38,0x9381,0x4244,0xF708,0x88EF
0xC8C9,0xDE8B,0xC889,0xDE8B,0xCE37,0x2835,0x3416,0xEA47,0x88EF
0xC8B9,0x1E8B,0xC8F9,0x1E8B,0x093E,0x085E,0x3980,0x83AA,0x88EF
0xC8A9,0x1E8B,0xC8E9,0x1E8B,0xB34A,0x55D0,0xB804,0xA289,0x88EF
0xC899,0x1E8B,0xC8D9,0x1E8B,0xE2C3,0xCE42,0x4525,0xD858,0x88EF
0xC889,0x1E8B,0xC8C9,0x1E8B,0x9243,0x29AD,0xDBB1,0x89FC,0x88EF
0xC8F9,0x1E8B,0xC8B9,0x1E8B,0x3980,0x83AA,0x093E,0x085E,0x88EF
0xC8E9,0x1E8B,0xC8A9,0x1E8B,0xB804,0xA289,0xB34A,0x55D0,0x88EF
0xC8D9,0x1E8B,0xC899,0x1E8B,0x4525,0xD858,0xE2C3,0xCE42,0x88EF
0xC8C9,0x1E8B,0xC889,0x1E8B,0xDBB1,0x89FC,0x9243,0x29AD,0x88EF
0xC8B9,0x5E8B,0xC8F9,0x5E8B,0xBC62,0x8E47,0x521B,0x3AA3,0x88EF
0xC8A9,0x5E8B,0xC8E9,0x5E8B,0x1484,0x8CDD,0x02E7,0xFF8C,0x88EF
0xC899,0x5E8B,0xC8D9,0x5E8B,0xB4E8,0x8BDC,0x0F09,0x9654,0x88EF
0xC889,0x5E8B,0xC8C9,0x5E8B,0x58E0,0xF0D9,0xBFF0,0x717A,0x88EF
0xC8F9,0x5E8B,0xC8B9,0x5E8B,0x521B,0x3AA3,0xBC62,0x8E47,0x88EF
0xC8E9,0x5E8B,0xC8A9,0x5E8B,0x02E7,0xFF8C,0x1484,0x8CDD,0x88EF
0xC8D9,0x5E8B,0xC899,0x5E8B,0x0F09,0x9654,0xB4E8,0x8BDC,0x88EF
0xC8C9,0x5E8B,0xC889,0x5E8B,0xBFF0,0x717A,0x58E0,0xF0D9,0x88EF
0xACC8,0x2851,0xAC88,0x2851,0x747F,0x55CD,0x4563,0xA2BF,0x88EF
0xACD8,0x2851,0xAC98,0x2851,0x2E70,0x3D57,0x93C2,0x7ABE,0x88EF
0xACE8,0x2851,0xACA8,0x2851,0x0FAE,0x58C9,0x742A,0x14CA,0x88EF
0xACF8,0x2851,0xACB8,0x2851,0x5379,0xDA46,0xF0EB,0x4DC7,0x88EF
0xAC88,0x2851,0xACC8,0x2851,0x4563,0xA2BF,0x747F,0x55CD,0x88EF
0xAC98,0x2851,0xACD8,0x2851,0x93C2,0x7ABE,0x2E70,0x3D57,0x88EF
0xACA8,0x2851,0xACE8,0x2851,0x742A,0x14CA,0x0FAE,0x58C9,0x88EF
0xACB8,0x2851,0xACF8,0x2851,0xF0EB,0x4DC7,0x5379,0xDA46,0x88EF
0xACC8,0x6851,0xAC88,0x6851,0x9263,0xE15E,0x3A87,0x56F3,0x88EF
0xACD8,0x6851,0xAC98,0x6851,0x9625,0x1ECD,0xC277,0x3A44,0x88EF
0xACE8,0x6851,0xACA8,0x6851,0xB1EF,0xAEDE,0xB1F7,0xD5D2,0x88EF
0xACF8,0x6851,0xACB8,0x6851,0xADD0,0x7E35,0xBB6E,0xE092,0x88EF
0xAC88,0x6851,0xACC8,0x6851,0x3A87,0x56F3,0x9263,0xE15E,0x88EF
0xAC98,0x6851,0xACD8,0x6851,0xC277,0x3A44,0x9625,0x1ECD,0x88EF
0xACA8,0x6851,0xACE8,0x6851,0xB1F7,0xD5D2,0xB1EF,0xAEDE,0x88EF
0xACB8,0x6851,0xACF8,0x6851,0xBB6E,0xE092,0xADD0,0x7E35,0x88EF
0xACC8,0xA851,0xAC88,0xA851,0xCCD9,0x66F0,0xC4A3,0x40C4,0x88EF
0xACD8,0xA851,0xAC98,0xA851,0x7062,0x44C7,0x7880,0x9597,0x88EF
0xACE8,0xA851,0xACA8,0xA851,0xDEF2,0x8D43,0x0F15,0x9EB2,0x88EF
0xACF8,0xA851,0xACB8,0xA851,0xC209,0x0F88,0xCB84,0x8C74,0x88EF
0xAC88,0xA851,0xACC8,0xA851,0xC4A3,0x40C4,0xCCD9,0x66F0,0x88EF
0xAC98,0xA851,0xACD8,0xA851,0x7880,0x9597,0x7062,0x44C7,0x88EF
0xACA8,0xA851,0xACE8,0xA851,0x0F15,0x9EB2,0xDEF2,0x8D43,0x88EF
0xACB8,0xA851,0xACF8,0xA851,0xCB84,0x8C74,0xC209,0x0F88,0x88EF
0xACC8,0xE851,0xAC88,0xE851,0xAE10,0x6157,0x0A2D,0xCEE7,0x88EF
0xACD8,0xE851,0xAC98,0xE851,0xE9E9,0xEAA9,0xB389,0x97A6,0x88EF
0xACE8,0xE851,0xACA8,0xE851,0xB95C,0x0066,0x591F,0x1372,0x88EF
0xACF8,0xE851,0xACB8,0xE851,0xE180,0xEE12,0xDC37,0xE0AC,0x88EF
0xAC88,0xE851,0xACC8,0xE851,0x0A2D,0xCEE7,0xAE10,0x6157,0x88EF
0xAC98,0xE851,0xACD8,0xE851,0xB389,0x97A6,0xE9E9,0xEAA9,0x88EF
0xACA8,0xE851,0xACE8,0xE851,0x591F,0x1372,0xB95C,0x0066,0x88EF
0xACB8,0xE851,0xACF8,0xE851,0xDC37,0xE0AC,0xE180,0xEE12,0x88EF
0xA26F,0x099A,0xA22F,0x099A,0x2A6E,0x8535,0x7121,0x4E6C,0x88EF
0xA27F,0x099A,0xA23F,0x099A,0xF504,0x8C33,0x924B,0x47D4,0x88EF
0xA24F,0x099A,0xA20F,0x099A,0xFE98,0x02C0,0xC0EB,0x060E,0x88EF
0xA25F,0x099A,0xA21F,0x099A,0xE3E8,0x5CCE,0x65BE,0x95DE,0x88EF
0xA22F,0x099A,0xA26F,0x099A,0x7121,0x4E6C,0x2A6E,0x8535,0x88EF
0xA23F,0x099A,0xA27F,0x099A,0x924B,0x47D4,0xF504,0x8C33,0x88EF
0xA20F,0x099A,0xA24F,0x099A,0xC0EB,0x060E,0xFE98,0x02C0,0x88EF
0xA21F,0x099A,0xA25F,0x099A,0x65BE,0x95DE,0xE3E8,0x5CCE,0x88EF
0xA26F,0x499A,0xA22F,0x499A,0x35F0,0xBFAD,0x8D95,0x85F4,0x88EF
0xA27F,0x499A,0xA23F,0x499A,0x7793,0x5C52,0xBF73,0x76EB,0x88EF
0xA24F,0x499A,0xA20F,0x499A,0xB801,0xE20A,0x5865,0xABB0,0x88EF
0xA25F,0x499A,0xA21F,0x499A,0xA65C,0x4F09,0xE526,0xE64D,0x88EF
0xA22F,0x499A,0xA26F,0x499A,0x8D95,0x85F4,0x35F0,0xBFAD,0x88EF
0xA23F,0x499A,0xA27F,0x499A,0xBF73,0x76EB,0x7793,0x5C52,0x88EF
0xA20F,0x499A,0xA24F,0x499A,0x5865,0xABB0,0xB801,0xE20A,0x88EF
0xA21F,0x499A,0xA25F,0x499A,0xE526,0xE64D,0xA65C,0x4F09,0x88EF
0xA26F,0x899A,0xA22F,0x899A,0x6448,0x5FC5,0x7093,0xB2F7,0x88EF
0xA27F,0x899A,0xA23F,0x899A,0xFB0A,0x3AB7,0x6FAD,0xBD93,0x88EF
0xA24F,0x899A,0xA20F,0x899A,0xAB39,0x9704,0x1ED7,0x1A36,0x88EF
0xA25F,0x899A,0xA21F,0x899A,0xFF80,0x1642,0xA18A,0x30C9,0x88EF
0xA22F,0x899A,0xA26F,0x899A,0x7093,0xB2F7,0x6448,0x5FC5,0x88EF
0xA23F,0x899A,0xA27F,0x899A,0x6FAD,0xBD93,0xFB0A,0x3AB7,0x88EF
0xA20F,0x899A,0xA24F,0x899A,0x1ED7,0x1A36,0xAB39,0x9704,0x88EF
0xA21F,0x899A,0xA25F,0x899A,0xA18A,0x30C9,0xFF80,0x1642,0x88EF
0xA26F,0xC99A,0xA22F,0xC99A,0xFD87,0xBC80,0x71E2,0x593D,0x88EF
0xA27F,0xC99A,0xA23F,0xC99A,0xDC00,0x11F2,0x4917,0xFDEA,0x88EF
0xA24F,0xC99A,0xA20F,0xC99A,0xA030,0x8416,0x98C5,0x3B31,0x88EF
0xA25F,0xC99A,0xA21F,0xC99A,0x0EE2,0xE097,0xB806,0x3644,0x88EF
0xA22F,0xC99A,0xA26F,0xC99A,0x71E2,0x593D,0xFD87,0xBC80,0x88EF
0xA23F,0xC99A,0xA27F,0xC99A,0x4917,0xFDEA,0xDC00,0x11F2,0x88EF
0xA20F,0xC99A,0xA24F,0xC99A,0x98C5,0x3B31,0xA030,0x8416,0x88EF
0xA21F,0xC99A,0xA25F,0xC99A,0xB806,0x3644,0x0EE2,0xE097,0x88EF
0x2EFB,0xF30B,0x2EBB,0xF30B,0x031C,0x8DAF,0x96B5,0x598D,0x88EF
0x2EEB,0xF30B,0x2EAB,0xF30B,0x8A68,0xC1F8,0xD7A1,0xC168,0x88EF
0x2EDB,0xF30B,0x2E9B,0xF30B,0xFB3E,0x3124,0x27D3,0x92D9,0x88EF
0x2ECB,0xF30B,0x2E8B,0xF30B,0x273F,0x16AE,0x68F3,0x78CF,0x88EF
0x2EBB,0xF30B,0x2EFB,0xF30B,0x96B5,0x598D,0x031C,0x8DAF,0x88EF
0x2EAB,0xF30B,0x2EEB,0xF30B,0xD7A1,0xC168,0x8A68,0xC1F8,0x88EF
0x2E9B,0xF30B,0x2EDB,0xF30B,0x27D3,0x92D9,0xFB3E,0x3124,0x88EF
0x2E8B,0xF30B,0x2ECB,0xF30B,0x68F3,0x78CF,0x273F,0x16AE,0x88EF
0x2EFB,0xB30B,0x2EBB,0xB30B,0xAD25,0x7888,0x6B82,0xE6FD,0x88EF
0x2EEB,0xB30B,0x2EAB,0xB30B,0x8CF4,0x45F6,0x231E,0xCDA1,0x88EF
0x2EDB,0xB30B,0x2E9B,0xB30B,0x17E7,0xDFAB,0x0FD4,0xA2DF,0x88EF
0x2ECB,0xB30B,0x2E8B,0xB30B,0xC1B2,0x0583,0x1DD8,0x20DD,0x88EF
0x2EBB,0xB30B,0x2EFB,0xB30B,0x6B82,0xE6FD,0xAD25,0x7888,0x88EF
0x2EAB,0xB30B,0x2EEB,0xB30B,0x231E,0xCDA1,0x8CF4,0x45F6,0x88EF
0x2E9B,0xB30B,0x2EDB,0xB30B,0x0FD4,0xA2DF,0x17E7,0xDFAB,0x88EF
0x2E8B,0xB30B,0x2ECB,0xB30B,0x1DD8,0x20DD,0xC1B2,0x0583,0x88EF
0x2EFB,0x730B,0x2EBB,0x730B,0xABD5,0xBEC8,0x746C,0xF58B,0x88EF
0x2EEB,0x730B,0x2EAB,0x730B,0x4625,0xAE47,0x6FE9,0x4DC8,0x88EF
0x2EDB,0x730B,0x2E9B,0x730B,0x3C70,0xBBCF,0x656A,0xD975,0x88EF
0x2ECB,0x730B,0x2E8B,0x730B,0x799C,0x778A,0x2002,0xCE33,0x88EF
0x2EBB,0x730B,0x2EFB,0x730B,0x746C,0xF58B,0xABD5,0xBEC8,0x88EF
0x2EAB,0x730B,0x2EEB,0x730B,0x6FE9,0x4DC8,0x4625,0xAE47,0x88EF
0x2E9B,0x730B,0x2EDB,0x730B,0x656A,0xD975,0x3C70,0xBBCF,0x88EF
0x2E8B,0x730B,0x2ECB,0x730B,0x2002,0xCE33,0x799C,0x778A,0x88EF
0x2EFB,0x330B,0x2EBB,0x330B,0x375E,0x20C8,0x56D9,0x63F7,0x88EF
0x2EEB,0x330B,0x2EAB,0x330B,0x89E1,0xF374,0xA03D,0x92A4,0x88EF
0x2EDB,0x330B,0x2E9B,0x330B,0x4195,0x48E8,0x7C1D,0x9F89,0x88EF
0x2ECB,0x330B,0x2E8B,0x330B,0x9784,0x4FEA,0xCA00,0x934C,0x88EF
0x2EBB,0x330B,0x2EFB,0x330B,0x56D9,0x63F7,0x375E,0x20C8,0x88EF
0x2EAB,0x330B,0x2EEB,0x330B,0xA03D,0x92A4,0x89E1,0xF374,0x88EF
0x2E9B,0x330B,0x2EDB,0x330B,0x7C1D,0x9F89,0x4195,0x48E8,0x88EF
0x2E8B,0x330B,0x2ECB,0x330B,0xCA00,0x934C,0x9784,0x4FEA,0x88EF
0xA9F9,0x55DE,0xA9B9,0x55DE,0x6C2A,0x27D0,0x2B32,0x5CBB,0x88EF
0xA9E9,0x55DE,0xA9A9,0x55DE,0x70CE,0xF661,0xA135,0xC83E,0x88EF
0xA9D9,0x55DE,0xA999,0x55DE,0x3B3A,0xF118,0x9238,0x35AD,0x88EF
0xA9C9,0x55DE,0xA989,0x55DE,0x25FF,0x13A4,0xC777,0xA0D7,0x88EF
0xA9B9,0x55DE,0xA9F9,0x55DE,0x2B32,0x5CBB,0x6C2A,0x27D0,0x88EF
0xA9A9,0x55DE,0xA9E9,0x55DE,0xA135,0xC83E,0x70CE,0xF661,0x88EF
0xA999,0x55DE,0xA9D9,0x55DE,0x9238,0x35AD,0x3B3A,0xF118,0x88EF
0xA989,0x55DE,0xA9C9,0x55DE,0xC777,0xA0D7,0x25FF,0x13A4,0x88EF
0xA9F9,0x15DE,0xA9B9,0x15DE,0xD4B4,0xF2FC,0xDDAC,0xA15B,0x88EF
0xA9E9,0x15DE,0xA9A9,0x15DE,0xC08B,0x616D,0xC7C6,0xFD99,0x88EF
